@relation segment

@attribute original numeric
@attribute Mean_1.0 numeric
@attribute Variance_1.0 numeric
@attribute Difference_of_Gaussian_1.0_2.0 numeric
@attribute Mean_2.0 numeric
@attribute Variance_2.0 numeric
@attribute Difference_of_Gaussian_1.0_4.0 numeric
@attribute Difference_of_Gaussian_2.0_4.0 numeric
@attribute Mean_4.0 numeric
@attribute Variance_4.0 numeric
@attribute Difference_of_Gaussian_1.0_8.0 numeric
@attribute Difference_of_Gaussian_2.0_8.0 numeric
@attribute Difference_of_Gaussian_4.0_8.0 numeric
@attribute Mean_8.0 numeric
@attribute Variance_8.0 numeric
@attribute class {Mitochondria,Background}

@data
0,0.7,4.9,2.739258,1.615385,11.314103,5.07464,2.335382,4.06044,38.478754,8.406308,5.66705,3.331668,6.846154,94.896225,Background
0,0.3,0.9,2.455248,1.192308,10.423077,4.175069,1.719821,3.478022,34.883272,7.693793,5.238546,3.518724,5.375907,78.334461,Background
0,0,0,3.95946,1.076923,9.576923,5.695008,1.735548,5.472528,63.252014,9.260284,5.300824,3.565276,6.952105,105.63578,Background
0,1.85,28.325001,4.487435,4.423077,63.022438,5.918674,1.431239,8.835165,113.69487,9.209346,4.721911,3.290672,9.895138,160.683838,Background
1.5,5.5,100.300003,3.740974,8.5,147.10257,4.735452,0.994478,11.945055,149.06691,7.584618,3.843644,2.849166,12.429608,218.023148,Background
3,6.6,132.300003,3.777993,9.461538,164.60257,4.886644,1.108651,12.857142,154.812698,7.460213,3.68222,2.573568,13.529754,242.23204,Background
14,14.45,135.625,0.667552,15.057692,175.548077,1.017403,0.349851,15.401099,182.810684,3.035468,2.367916,2.018065,15.527939,299.268528,Background
13,14.6,123.599998,1.207354,15.76923,167.948715,1.728915,0.521561,16.521978,191.031746,3.327174,2.11982,1.598259,16.896227,333.526794,Background
19,19.799999,75.199997,0.523149,21.23077,142.858978,0.665083,0.141933,20.835165,223.716965,0.856569,0.33342,0.191486,20.844702,459.83194,Background
26.5,26.999999,84.050003,-0.537119,27.961539,158.685898,-0.773421,-0.236302,26.164836,250.040909,-2.682994,-2.145875,-1.909573,26.15167,756.157471,Background
38,35.799999,156.199997,-1.864426,35.23077,259.525635,-2.905117,-1.040691,32.56044,319.626862,-7.3971,-5.532675,-4.491983,32.062408,1158.852173,Background
34,35.799999,156.199997,1.142879,36.692307,279.230774,-0.572208,-1.715088,37.64835,375.052734,-6.923523,-8.066402,-6.351315,35.708271,1362.241821,Background
44,46.299999,189.650002,-1.157717,48.807692,359.987183,-4.895424,-3.737707,46.71978,472.461182,-14.78952,-13.631804,-9.894096,43.128447,2041.0047,Background
48.75,50.2,210.825005,-1.880288,52.057693,379.689102,-6.424513,-4.544225,49.39011,480.363251,-17.218404,-15.338116,-10.793891,45.077648,2141.078369,Background
53.5,54.1,232.000008,-2.602859,55.307693,399.391022,-7.953602,-5.350742,52.06044,488.26532,-19.647287,-17.044428,-11.693686,47.02685,2241.152039,Background
61.5,61.9,210,-5.45406,62.46154,357.993591,-12.154491,-6.700432,56.269232,435.95459,-25.380507,-19.926447,-13.226015,50.72061,2382.27417,Background
65.5,65.450001,193.474998,-6.564044,65.21154,321.118591,-13.551641,-6.987597,57.703297,424.564232,-27.383936,-20.819892,-13.832295,52.314586,2406.542816,Background
81,77.800003,191.699997,-10.941139,74.615387,283.756409,-18.50349,-7.562351,62.0989,437.378998,-34.966816,-24.025677,-16.463326,58.14949,2984.534424,Background
81,78.200001,173.5,-10.273296,75.076923,265.679489,-17.568649,-7.295353,62.917582,472.332108,-34.481659,-24.208363,-16.91301,59.446299,2993.534302,Background
93,95.599998,160.300003,-5.793434,97.307693,297.89743,-13.858727,-8.065292,86.043953,1001.086914,-44.214157,-38.420723,-30.355431,85.201744,5459.620605,Background
107.25,106.050001,181.299999,-6.230839,104.096153,304.855766,-15.944025,-9.713186,94.846153,1625.800598,-50.258647,-44.027808,-34.314622,91.97315,6084.265259,Background
96.5,98.799999,218.900002,-7.48024,98.692307,325.820511,-15.229099,-7.748859,86.351646,1034.645874,-45.483814,-38.003574,-30.254715,85.816402,5483.027588,Background
85,87.899998,133.75,-4.983757,90.423077,296.666656,-12.04192,-7.058163,80.483517,892.990479,-38.98391,-34.000153,-26.94199,79.605953,4843.850342,Background
77,80.199997,107.199997,-4.17408,83.53846,295.435883,-10.225113,-6.051033,74.92308,784.894043,-33.753662,-29.579582,-23.528549,74.010162,4228.080078,Background
79,81.699997,147.699997,-4.80228,84.346153,357.205124,-10.491898,-5.689617,75.29121,799.493896,-33.967375,-29.165094,-23.475477,74.545719,4250.79541,Background
81,83.199997,188.199997,-5.430481,85.153847,418.974365,-10.758682,-5.328201,75.65934,814.09375,-34.181087,-28.750607,-23.422405,75.081276,4273.510742,Background
65.5,66.699999,111.199999,-2.364687,67.576925,197.717949,-4.566284,-2.201597,64.14835,525.397552,-19.965298,-17.600611,-15.399014,62.740929,2735.05127,Background
67.25,66.35,74.224998,-6.735223,64.365385,120.012821,-7.951301,-1.216078,57.21978,311.861599,-18.648535,-11.913312,-10.697234,56.675981,2314.731964,Background
67,64.199999,121.5,-6.964645,61.384615,180.782051,-7.825331,-0.860685,53.862637,256.186195,-16.395353,-9.430708,-8.570023,53.038462,2095.142639,Background
255,252.383381,32.274332,-33.431971,247.628294,203.758342,-85.970187,-52.538217,210.934922,2605.007512,-125.544283,-92.112313,-39.574096,160.655392,7801.387146,Mitochondria
253.749985,249.916636,135.993036,-25.086531,246.288445,271.087242,-75.438453,-50.351922,219.880937,1990.673312,-121.445346,-96.358815,-46.006893,174.307224,7160.342932,Mitochondria
255,255,0,-13.555047,254.933781,2.052792,-55.440413,-41.885367,243.932436,426.361136,-118.320185,-104.765138,-62.879771,203.656808,3997.944178,Mitochondria
255,255,0,-11.616703,255,0,-49.5275,-37.910797,240.634617,990.026703,-125.315552,-113.698849,-75.788052,213.530842,3979.76123,Mitochondria
255,255,0,-11.359425,255,0,-53.46981,-42.110386,242.648354,874.695511,-128.150715,-116.791292,-74.680906,207.293541,5086.687927,Mitochondria
255,255,0,-9.223279,255,0,-48.915919,-39.69264,244.164808,800.50663,-128.033021,-118.809745,-79.117105,214.400256,4120.415603,Mitochondria
255,255,0,-9.149815,255,0,-50.407516,-41.257701,244.886378,747.127788,-129.035541,-119.885732,-78.628031,212.071097,4531.601599,Mitochondria
255,255,0,-8.25348,255,0,-48.644483,-40.391003,245.805825,674.604425,-129.110866,-120.857389,-80.466386,214.859118,4102.875409,Mitochondria
136.500122,137.283416,738.927295,-28.678806,135.801304,1641.812044,-62.94531,-34.266504,104.455087,4341.722435,-70.901417,-42.222611,-7.956107,66.715732,5095.561525,Mitochondria
151.417007,149.383655,517.664784,-32.944171,144.737471,1110.48025,-70.796525,-37.852353,109.864659,4357.814399,-80.459148,-47.514975,-9.662622,68.330937,5244.659678,Mitochondria
154.416824,152.750149,606.280809,-24.294834,149.660368,900.175825,-67.032872,-42.738038,128.541315,4780.490426,-83.121288,-58.826454,-16.088416,81.069722,6170.670169,Mitochondria
145.083572,141.850157,310.671681,-15.566642,138.115466,612.969994,-52.445103,-36.878461,126.925872,5370.707111,-70.041548,-54.474906,-17.596445,85.661148,6425.790691,Mitochondria
143.111484,137.889289,265.360247,-12.456499,133.051658,559.719175,-46.901717,-34.445218,126.005281,5607.296776,-64.732242,-52.275742,-17.830525,86.924291,6479.655397,Mitochondria
137.722907,132.400585,254.942016,-9.761873,128.173516,529.598268,-42.321069,-32.559197,124.175758,5686.945156,-59.859318,-50.097446,-17.538249,86.697197,6510.254428,Mitochondria
218,205.000004,1773.449997,-68.625998,188.55769,3333.163483,-125.610916,-56.984921,116.964285,5400.298828,-140.076025,-71.450029,-14.465108,56.265965,5339.289429,Mitochondria
250.416779,234.683749,774.89933,-79.783209,215.833832,1956.862073,-146.205666,-66.422461,132.640487,4810.874026,-165.254979,-85.471774,-19.049311,62.812741,5855.626525,Mitochondria
197.5,196.949997,1468.175034,-31.075527,197.692307,2105.724396,-95.800816,-64.725288,164.846157,3824.435486,-134.241295,-103.165768,-38.440481,95.547895,7064.521729,Mitochondria
170.5,181.600006,1178.925018,-15.873688,193.038464,1771.435883,-75.313265,-59.439577,173.868134,3990.815918,-121.267841,-105.394154,-45.954576,111.296806,7239.250732,Mitochondria
226.5,221.850002,1159.900024,-35.338963,217.096153,1699.842926,-98.299168,-62.960205,181.96154,3757.099426,-147.015181,-111.676216,-48.716011,117.0791,7471.720947,Mitochondria
255,253.233122,94.311049,-47.654757,247.529654,412.444664,-120.436963,-72.782206,201.576606,2693.793566,-174.657006,-127.00225,-54.220043,124.344765,7820.359767,Mitochondria
255,255,0,-42.702835,254.057643,40.111954,-119.971581,-77.268746,214.816329,2012.003748,-178.379821,-135.676988,-58.408241,129.464077,8079.937395,Mitochondria
255,255,0,-41.528395,254.568399,14.986591,-119.128829,-77.600434,217.16491,1935.537781,-178.197983,-136.669589,-59.069155,130.582052,8193.05945,Mitochondria
255,255,0,-39.133063,254.431663,25.651955,-116.783444,-77.650381,220.549324,1883.226763,-177.120997,-137.987934,-60.337553,132.782361,8417.749992,Mitochondria
255,255,0,-38.115044,254.465853,24.07921,-115.644402,-77.529358,221.774744,1879.217641,-176.606051,-138.491008,-60.961651,133.943279,8521.106129,Mitochondria
255,255,0,-32.984283,254.668759,10.268473,-108.979295,-75.995012,227.16848,2007.28154,-173.623433,-140.63915,-64.644134,141.950943,8909.198046,Mitochondria
255,255,0,-24.568364,254.476452,10.845382,-101.84951,-77.281145,236.681108,1604.010336,-171.336593,-146.768226,-69.487083,151.12483,8702.528193,Mitochondria
255,255,0,-18.640952,255,0,-97.840535,-79.199583,245.287492,560.583045,-170.81174,-152.170789,-72.971206,156.51386,8557.022911,Mitochondria
255,255,0,-19.716246,254.380346,6.559742,-96.210604,-76.494358,240.738163,838.333603,-169.770599,-150.054356,-73.559996,158.84837,8470.778418,Mitochondria
255,253.388916,17.05533,-21.326661,252.632503,35.702574,-93.802285,-72.475624,234.316052,1300.800519,-167.104275,-145.777615,-73.301991,160.655894,8413.548613,Mitochondria
253.388679,252.222104,31.307179,-22.001584,251.611012,51.558486,-92.940004,-70.93842,231.707986,1463.25652,-166.025417,-144.02383,-73.085411,161.176881,8402.022141,Mitochondria
250.166626,250.533316,52.983778,-22.805683,250.217938,72.132635,-92.095001,-69.289319,228.743584,1625.537459,-164.866246,-142.060556,-72.771241,161.614851,8397.142383,Mitochondria
253.388679,252.222104,31.307179,-22.001584,251.611012,51.558486,-92.940004,-70.93842,231.707986,1463.25652,-166.025417,-144.02383,-73.085411,161.176881,8402.022141,Mitochondria
255,255,0,-15.682623,254.833334,1.064059,-93.880386,-78.197763,244.793981,545.823477,-171.585158,-155.902542,-77.704774,162.127359,8045.371007,Mitochondria
254.583369,254.005578,9.533362,-17.038706,253.17093,33.065152,-96.978355,-79.939649,243.027145,788.074721,-173.697674,-156.658978,-76.719322,157.311004,7863.067627,Mitochondria
255,251.849995,95.474922,-23.522118,246.891085,271.414379,-96.99453,-73.472411,226.966288,2334.507998,-170.596096,-147.073978,-73.601569,154.60163,7980.703063,Mitochondria
255,251.516621,104.309335,-24.496988,245.596056,342.232853,-96.883873,-72.386886,224.193056,2567.101624,-169.866339,-145.36935,-72.982469,153.771581,7989.993666,Mitochondria
253.749847,248.16649,193.172509,-26.028224,240.647314,605.557017,-95.509125,-69.480901,216.090518,3054.84739,-166.511937,-140.483707,-71.002809,150.226686,7995.240481,Mitochondria
234.166992,234.166836,672.160804,-23.470805,232.762896,1004.575055,-91.639934,-68.169129,206.846238,3232.564914,-159.063471,-135.592673,-67.423544,142.435389,7848.555626,Mitochondria
255,248.800097,162.621933,-37.773769,242.21165,459.779408,-112.9924,-75.218631,203.062253,3362.581802,-174.540084,-136.766309,-61.547681,128.735113,7638.962905,Mitochondria
255,251.999899,62.128066,-41.17886,245.980656,233.476993,-118.786653,-77.607793,202.520167,3451.068588,-178.310662,-137.131801,-59.524009,124.309157,7599.44481,Mitochondria
253.166443,251.216469,57.044112,-41.792262,246.12811,198.921496,-120.401885,-78.609623,201.982556,3493.713422,-178.822067,-137.029804,-58.42018,121.99465,7579.252282,Mitochondria
255,254.744429,5.297545,-36.10091,253.108944,50.434471,-106.341593,-70.240683,215.700599,3526.833795,-176.918425,-140.817503,-70.576826,145.244022,9194.684605,Mitochondria
255,255,0,-35.349886,254.068406,24.11627,-106.246609,-70.896722,217.774401,3526.334886,-177.916312,-142.566415,-71.669697,146.417599,9182.707526,Mitochondria
255,255,0,-17.524079,254.593997,2.713813,-82.461666,-64.937587,239.509324,1119.23848,-170.524392,-153.000311,-88.062719,176.906311,7300.925346,Mitochondria
249.638892,252.922243,9.144512,-8.496994,253.914534,4.623564,-61.585452,-53.088457,247.018842,252.541777,-161.489172,-152.992176,-99.903719,202.091509,5469.489124,Mitochondria
254.750015,253.850009,4.974986,-6.608016,252.955121,20.8645,-54.116415,-47.508399,249.104401,160.456049,-158.75345,-152.145426,-104.637031,210.849819,4835.105048,Mitochondria
254.416595,253.549946,13.067682,-6.285582,252.705111,27.829544,-53.005905,-46.720323,248.946871,170.501009,-158.114029,-151.828441,-105.10812,211.809662,4722.969046,Mitochondria
250.166504,250.783272,62.650977,-4.814877,251.826902,49.416881,-50.000779,-45.185902,247.93129,211.151577,-155.828729,-151.013855,-105.827948,213.350875,4464.889499,Mitochondria
7.499715,5.838718,77.336351,14.295199,5.480668,107.149577,45.086379,30.791181,20.855202,974.07061,67.90292,53.607721,22.816539,53.16771,4674.133553,Background
10.833069,8.383209,114.248169,14.52236,6.878139,126.543483,45.586515,31.064156,23.280178,1093.745687,66.847464,52.325106,21.260948,56.054343,4869.488678,Background
0.583298,2.98331,48.632461,19.20785,4.217928,80.326236,54.607227,35.399378,24.409262,1291.648496,72.710751,53.502903,18.103524,64.2585,5315.34805,Background
0,0.194392,1.360746,23.390202,0.878087,16.617507,63.784755,40.394553,24.655136,1480.895095,78.92141,55.531208,15.136655,72.686566,5634.955779,Background
0,0.450081,7.771142,30.426162,2.397679,52.164763,74.946136,44.519973,31.527933,1766.317016,83.457827,53.031665,8.511691,85.846929,6271.385256,Background
0,4.666895,62.086363,35.193517,16.006897,613.907593,73.635846,38.442331,47.203663,2874.528035,77.062037,41.868522,3.426191,92.630563,6672.176812,Background
2.500305,9.31712,186.888721,33.686428,21.276041,772.288835,70.102452,36.416025,50.384822,3164.669769,72.608105,38.921678,2.505653,93.264437,6723.394816,Background
12.50061,24.18424,636.40246,28.031087,34.379005,1099.516757,59.903834,31.872747,57.132279,3743.66986,60.399828,32.368741,0.495994,94.783595,6851.393025,Background
22.917633,32.683917,755.967571,24.863143,40.673446,1181.320498,54.473621,29.610478,60.534091,3984.919335,53.910248,29.047104,-0.563374,95.771362,6920.799855,Background
63.5,60.75,602.424988,15.436225,61.673077,1036.541641,36.657771,21.221546,74.137362,4581.326904,31.57587,16.139645,-5.081902,101.043541,7204.987915,Background
64.166748,63.517005,475.992889,14.999023,65.609455,939.946528,34.383047,19.384024,77.489418,4657.190982,28.145349,13.146326,-6.237698,102.531869,7269.752574,Background
62.499756,64.833326,424.701443,15.127369,69.141217,886.363661,32.935339,17.80797,80.573431,4668.058995,25.553973,10.426604,-7.381366,104.012062,7329.738234,Background
58.5,64.7,448.499996,15.820974,72.269232,875.759613,32.313927,16.492952,83.39011,4613.968628,23.800804,7.97983,-8.513123,105.484396,7384.958496,Background
54.499512,64.566649,472.302907,16.514707,75.397819,865.153623,31.692401,15.177694,86.207305,4559.868356,22.047315,5.532608,-9.645086,106.956999,7440.18887,Background
56.167114,66.983635,524.338236,16.116615,78.660465,914.592161,30.202813,14.086198,88.506521,4490.864853,19.465877,3.349263,-10.736935,108.424374,7494.939715,Background
63.5,71.949998,604.600002,14.627224,82.057693,1024.0513,27.845366,13.218142,90.288462,4406.953674,16.056475,1.429251,-11.788891,109.886791,7549.221313,Background
70.834229,76.917271,684.876466,13.137561,85.455544,1133.530483,25.487487,12.349926,92.070729,4323.02713,12.646448,-0.491113,-12.841039,111.349476,7603.512852,Background
94.083694,91.833531,842.703279,6.100781,92.134653,1070.444278,17.048788,10.948008,92.980705,3644.926038,2.886392,-3.214389,-14.162396,112.625977,7675.388613,Background
87.417297,89.233814,741.66748,9.765803,93.468258,1293.12156,20.419184,10.653381,96.391193,4093.494788,4.72081,-5.044992,-15.698374,115.778117,7703.998617,Background
96.110833,93.849843,772.823701,6.788797,94.346103,1039.035708,17.219595,10.430799,95.529933,3419.738797,1.384065,-5.404732,-15.83553,115.337746,7716.195775,Background
77.887865,84.71612,577.993698,12.209771,93.32037,927.270204,22.637304,10.427533,98.543445,3179.118204,5.36659,-6.843181,-17.270714,117.839188,7714.550568,Background
70.805249,80.833089,482.894897,14.585292,92.501958,884.77223,25.144398,10.559107,99.895892,3077.880402,7.237474,-7.347818,-17.906925,118.97625,7701.026651,Background
68.417145,78.433655,373.842963,15.179785,89.839837,681.777961,25.895333,10.715548,99.36628,2782.544217,8.240965,-6.93882,-17.654368,117.656606,7645.225174,Background
61.138363,73.566322,220.068358,17.982566,87.835276,627.29523,29.22119,11.238625,100.295555,2723.366041,11.10647,-6.876095,-18.11472,118.544143,7621.372708,Background
70.139421,75.355676,385.984925,19.292431,82.516782,952.694778,32.865508,13.573077,99.743429,2750.481372,13.768697,-5.523733,-19.096811,120.33174,7545.281768,Background
69.416595,72.566516,401.360897,20.083278,77.7049,987.53846,34.817521,14.734243,96.910179,2895.065592,16.611924,-3.471354,-18.205597,117.844829,7483.396455,Background
60.249446,62.010481,505.779939,25.1432,65.362508,1141.781525,43.695711,18.552511,91.188333,3019.348917,26.74732,1.60412,-16.948392,115.011075,7425.350704,Background
28.554226,33.821055,365.825938,37.875427,42.323845,917.20056,62.611609,24.736182,82.638172,3222.706319,47.642955,9.767527,-14.968655,111.546351,7264.65895,Background
9.666016,15.177146,118.118995,42.197587,23.251448,323.308198,72.714331,30.516745,68.404558,3201.634407,62.130589,19.933003,-10.583742,104.191676,6861.043762,Background
17.000488,15.422366,48.310846,36.595371,18.008402,93.512311,70.694925,34.099556,56.553808,2801.419,63.425261,26.829892,-7.269664,99.008011,6556.668026,Background
25.111443,20.46683,25.865201,24.918996,18.055605,84.971574,59.828358,34.909361,43.79022,2187.356214,57.838073,32.919076,-1.990285,89.336579,6061.515903,Background
19.999715,19.761019,40.55029,20.50889,19.77354,89.431019,54.004575,33.495683,37.811092,1670.549734,55.153109,34.644217,1.148534,82.515886,5600.497187,Background
18.333374,17.466639,32.399927,16.705865,17.993517,97.547633,47.927108,31.221244,31.862526,1083.608917,53.201349,36.495484,5.27424,72.632807,4888.891946,Background
19.666748,18.583391,53.308255,13.945422,18.809879,125.074742,42.32955,28.384129,30.222774,778.828936,49.60766,35.662239,7.27811,66.786132,4364.668758,Background
25.000244,23.716921,91.733608,11.45505,23.741686,178.147028,36.223191,24.768139,33.268027,768.346275,43.48724,32.032191,7.264051,64.96025,4116.636113,Background
23.666992,22.750354,148.787635,10.022894,22.634949,229.220978,34.432592,24.409697,30.47819,666.373495,43.188922,33.166029,8.756331,61.499899,3851.862957,Background
28.000366,26.666968,154.798585,8.303245,25.782269,238.570669,30.85174,22.548495,32.150304,691.536478,39.508681,31.205437,8.656942,60.83415,3751.544027,Background
41.333435,37.46676,50.39917,-10.24964,33.077003,102.751205,-15.199211,-4.949572,22.043048,243.896516,-4.211754,6.037886,10.987458,15.21817,292.280301,Background
36.999756,35.866568,47.422406,-9.920483,34.059825,88.204441,-16.078429,-6.157945,22.392565,225.167784,-5.426223,4.494261,10.652206,14.650483,241.312255,Background
27.111138,28.84439,51.465559,-6.287932,29.162364,74.152961,-13.223178,-6.935246,21.23016,188.12603,-5.128984,1.158948,8.094194,13.627605,186.688716,Background
7.083527,9.600183,55.725668,4.16612,12.903994,96.447222,1.85824,-2.30788,17.531162,173.439283,8.968158,4.802038,7.109918,13.609093,166.895789,Background
12.444634,13.12237,74.410012,-0.628815,12.79074,88.428655,-0.777002,-0.148187,12.23504,119.284119,5.723887,6.352702,6.500889,11.747924,121.347019,Background
0,5.466602,61.898925,3.765843,10.435847,89.563552,4.375468,0.609624,13.064112,97.887318,10.738319,6.972476,6.362852,11.86625,184.765474,Background
13.666504,11.383276,37.115976,1.566772,10.506406,54.190539,3.749556,2.182783,12.601321,134.454901,9.814089,8.247317,6.064534,13.214134,381.745117,Background
36.444126,30.3998,76.579454,-9.56922,23.965724,121.727151,-9.716858,-0.147637,16.077824,240.253589,-3.326071,6.243149,6.390786,13.146463,603.840737,Background
22.44439,23.777609,31.332682,-7.190155,22.431495,73.60649,-5.744084,1.446071,14.289039,184.011269,1.598126,8.788281,7.34221,12.893196,617.396679,Background
4.917257,8.344736,89.245663,1.408761,9.29291,102.651006,7.611748,6.202987,11.25948,99.118256,16.300507,14.891746,8.688759,14.058099,707.565327,Background
5.25,5.9,30,2.762132,6.634615,46.983974,8.721598,5.959466,9.802198,107.440231,18.687575,15.925442,9.965977,13.013425,516.740128,Background
5.888862,7.711122,33.021942,2.067974,9.205174,55.702683,5.056954,2.98898,11.679835,150.687631,15.596651,13.528677,10.539697,11.159166,299.778461,Background
4.222256,6.777821,8.889122,2.704246,9.21802,46.395536,4.578611,1.874365,12.548871,149.619898,15.535808,12.831562,10.957197,10.483835,255.741558,Background
6.666687,7.750027,27.416898,1.136516,8.923108,66.909695,2.7304,1.593884,9.947826,104.539056,15.392762,14.256246,12.662362,9.523325,165.730431,Background
1.5,1.4,3.65,3.299594,1.653846,6.766026,8.375849,5.076254,4.725275,58.118498,22.607475,19.307881,14.231627,9.62881,173.01292,Background
0,0,0,2.767898,0.096151,0.288455,8.861936,6.094038,2.025633,42.554054,24.489634,21.721736,15.627698,8.677306,158.141018,Background
0,0.3,0.9,3.137345,1.205149,8.13163,7.85514,4.717794,3.709716,77.638242,22.469427,19.332081,14.614287,7.469764,187.347784,Background
20.888882,15.811111,31.408329,-5.963143,10.23291,56.821175,-2.0756,3.887542,4.866289,43.907542,10.743916,16.707059,12.819516,7.079888,209.839898,Background
6.833252,7.38327,81.707368,-0.953676,7.314056,100.077137,4.371262,5.324938,6.109907,69.245708,17.433052,18.386727,13.06179,9.425165,450.74665,Background
4.805813,5.483577,55.635023,1.806595,6.728803,78.53755,7.109101,5.302506,8.781786,117.395036,19.686948,17.880353,12.577848,12.812311,815.803878,Background
10.5,11.7,136,-0.708382,12.153846,172.5,4.909524,5.617906,10.159341,142.995485,17.052626,17.761009,12.143102,17.015965,1286.551331,Background
8.833252,10.166602,112.865552,0.672891,11.416623,158.022958,7.00734,6.334448,10.6099,161.037225,19.005156,18.332264,11.997816,18.674098,1488.176294,Background
3.833374,5.916705,83.074611,5.242349,8.467978,154.935427,14.076371,8.834023,11.173073,222.178991,25.516494,20.274145,11.440122,23.207126,2011.885584,Background
0,1.05,12.15,13.101939,5.096154,99.673077,25.092455,11.990516,14.997253,603.647629,34.861716,21.759778,9.769262,31.129535,2902.914551,Background
9.721951,9.249777,83.539336,14.055378,10.722037,157.838396,25.361355,11.305977,23.773557,1627.32907,33.526839,19.471461,8.165485,36.640097,3607.260632,Background
15.832947,17.41071,175.252392,15.32626,18.86077,296.724109,23.932669,8.606408,36.798728,3636.740585,30.374609,15.048348,6.44194,42.006946,4275.894404,Background
9.5,11.966626,134.032944,16.198849,15.070432,241.733583,26.013415,9.814565,32.96503,3100.030322,33.431406,17.232556,7.417991,40.162116,4175.043118,Background
3.388709,7.361021,108.736387,17.773415,12.523478,224.433128,28.275558,10.502143,31.899934,3010.284922,36.240188,18.466772,7.96463,39.565494,4201.012193,Background
2.389167,4.850224,51.536882,8.634961,8.290732,88.281219,21.100249,12.465289,13.742882,333.80118,33.565842,24.930882,12.465593,28.336198,3178.967713,Background
26.33313,28.066553,98.266772,-10.18177,27.358933,124.803182,-12.870991,-2.689222,15.24268,171.23507,-0.341366,9.840404,12.529626,11.003239,433.782863,Background
13.250239,13.766821,140.855069,-3.019929,13.705208,154.278055,-5.08598,-2.06605,9.791824,111.393451,-1.558324,1.461605,3.527656,8.031403,112.945233,Background
30.444492,27.866671,19.200098,-8.978047,24.777777,33.658127,-15.405811,-6.427764,15.89805,92.787125,-14.787863,-5.809815,0.617949,8.720657,99.282367,Background
7.749847,6.949933,23.533313,1.490238,6.833308,29.829166,2.938764,1.448526,8.152942,55.17912,2.711359,1.221121,-0.227404,11.202716,79.123661,Background
5,6.050015,26.450149,2.170342,6.846175,35.187125,3.42243,1.252088,8.815951,48.74479,2.24946,0.079118,-1.17297,10.680334,66.238596,Background
2.083405,3.28338,8.233478,3.915035,4.557723,14.598481,5.582244,1.667209,8.668503,39.313434,4.296851,0.381817,-1.285393,10.651182,55.930488,Background
14.44439,15.249943,29.805993,-3.13953,15.05338,52.450217,-4.972645,-1.833115,11.282652,41.506709,-6.519678,-3.380148,-1.547033,9.84285,53.441944,Background
2.694487,3.211144,7.369477,4.535849,4.801313,23.995065,4.705767,0.169918,9.851028,59.401912,2.910356,-1.625494,-1.795411,9.7086,51.525307,Background
6.083221,8.133215,56.857155,1.056071,9.794786,66.904199,0.308427,-0.747643,10.113545,61.216497,-1.722948,-2.779019,-2.031376,9.807452,48.926273,Background
9.333618,10.566834,59.99951,-0.408854,11.705214,72.014774,-1.907845,-1.498991,10.717961,65.472954,-4.169456,-3.760602,-2.261611,9.787609,47.300926,Background
17.777642,16.48878,39.689137,-3.522198,14.685849,80.029954,-5.58176,-2.059562,10.598305,63.387362,-8.175115,-4.652918,-2.593356,9.892155,48.143938,Background
10.000122,11.400049,41.333106,0.049954,11.929507,45.630379,-1.837723,-1.887678,11.919412,46.313056,-4.514878,-4.564832,-2.677155,9.977266,46.024389,Background
0.500061,4.566663,28.849726,3.495974,8.442258,47.576435,2.62286,-0.873114,11.510045,51.330261,-0.049492,-3.545466,-2.672352,10.390179,43.75104,Background
8.777968,11.450041,37.228301,0.014856,12.626027,70.334383,-2.033021,-2.047876,12.871749,61.743675,-4.838787,-4.853643,-2.805766,10.405019,42.658895,Background
9.333618,11.400146,48.000195,0.170611,12.750021,71.053113,-1.993585,-2.164197,13.181284,59.74368,-4.826836,-4.997447,-2.833251,10.40494,42.872376,Background
13.333374,13.8,45.333691,-1.147471,13.160252,65.856849,-2.984866,-1.837395,12.441402,61.583779,-5.754414,-4.606943,-2.769547,10.478956,42.3316,Background
7.222358,8.26672,25.244163,0.742643,9.811971,24.478532,-0.208522,-0.951164,10.411168,35.183864,-2.434168,-3.17681,-2.225646,9.746084,40.473319,Background
3.55563,4.405615,9.050192,2.657711,5.775681,15.26594,2.818675,0.160964,8.612022,23.774322,1.188106,-1.469605,-1.630569,8.612679,32.694961,Background
5.333374,5.333349,18.283496,1.749502,5.987173,26.2756,1.819802,0.0703,8.217946,30.16386,0.505262,-1.24424,-1.31454,8.044513,30.75427,Background
4.666687,6.266687,15.333472,0.721734,7.493607,15.523521,0.934014,0.21228,7.908429,16.351709,-0.442004,-1.163738,-1.376018,8.376514,32.693566,Background
7.55561,8.6,4.577756,-0.196314,9.153846,4.752191,-0.407556,-0.211242,8.619359,14.14514,-1.908638,-1.712323,-1.501081,8.515972,35.050398,Background
1.583318,4.961155,26.744504,3.003846,8.423118,45.664013,2.688858,-0.314988,10.686809,43.594396,0.770383,-2.233463,-1.918475,10.144656,38.012685,Background
20.889004,20.733422,29.244147,-1.00393,20.324845,37.595105,-3.251454,-2.247524,19.454206,49.914604,-1.527502,-0.523572,1.723952,16.95855,88.496028,Background
34.333252,33.733277,35.333447,-4.294663,32.589713,60.837498,1.036535,5.331198,26.902018,89.675949,0.373803,4.668465,-0.662733,33.046344,2136.462118,Background
