@relation segment

@attribute original numeric
@attribute Mean_1.0 numeric
@attribute Variance_1.0 numeric
@attribute Difference_of_Gaussian_1.0_2.0 numeric
@attribute Mean_2.0 numeric
@attribute Variance_2.0 numeric
@attribute Difference_of_Gaussian_1.0_4.0 numeric
@attribute Difference_of_Gaussian_2.0_4.0 numeric
@attribute Mean_4.0 numeric
@attribute Variance_4.0 numeric
@attribute Difference_of_Gaussian_1.0_8.0 numeric
@attribute Difference_of_Gaussian_2.0_8.0 numeric
@attribute Difference_of_Gaussian_4.0_8.0 numeric
@attribute Mean_8.0 numeric
@attribute Variance_8.0 numeric
@attribute class {Mitochondria,Background}

@data
79.5,83.200001,136.75,-0.895535,86.346157,287.801277,-20.261372,-19.365837,85.368134,1361.578857,-40.350708,-39.455173,-20.089336,67.470245,1957.758057,Background
74.5,83.700001,120.75,-2.075882,90.269234,249.692314,-22.02689,-19.951008,85.818684,1387.419861,-41.525881,-39.449999,-19.498991,66.157475,1892.010559,Background
72,82.800003,120.699997,-1.74398,91.769234,306.192322,-21.873581,-20.129601,86.527473,1625.740845,-41.168571,-39.424591,-19.294991,65.467346,1892.976074,Background
81.5,86.5,415.799988,-5.71394,92.269234,420.083328,-24.559231,-18.845291,86.445053,2039.938538,-41.563786,-35.849846,-17.004555,64.204647,1946.125122,Background
113,106.300003,286.950005,-19.613541,96.884617,499.442307,-33.190372,-13.576832,78.186813,1719.601379,-48.541132,-28.927591,-15.35076,64.791,2318.158203,Background
115.5,104.400002,450.099998,-18.646206,92.03846,814.416641,-28.231724,-9.585518,73.582417,1722.194641,-43.09429,-24.448084,-14.862566,65.527576,2613.068359,Background
107,101.200001,252.025005,-16.202421,94.615385,495.092957,-29.32811,-13.125689,79.521978,2293.905609,-45.707806,-29.505384,-16.379696,66.886066,2518.433228,Background
74.5,79.700001,684,1.983746,86.269234,765.358978,-17.503448,-19.487194,89.615387,2980.21228,-37.817179,-39.800924,-20.31373,67.757622,2179.834106,Background
128.75,115.700001,585.274994,-21.629896,102.634615,754.551285,-41.846,-20.216104,80.813187,984.786499,-61.809889,-40.179992,-19.963888,67.033018,2052.23587,Background
95,89.15,177.650002,-10.789148,84.71154,309.557701,-26.582989,-15.79384,71.019228,817.75,-43.547103,-32.757955,-16.964114,58.937592,1467.75415,Background
89,83.400002,230.950005,-9.692902,78.865385,349.320511,-23.323339,-13.630438,66.804945,770.446762,-39.140599,-29.447698,-15.81726,56.908201,1277.711029,Background
72,69.199997,111.699997,-5.197227,68.307693,259.730774,-15.500938,-10.303711,61.065933,550.440063,-29.572159,-24.374931,-14.07122,55.274311,1209.4552,Background
72,71,55,-6.740231,69.307693,96.897438,-17.062084,-10.321854,59.56044,456.626862,-30.336464,-23.596233,-13.27438,53.467342,1139.78125,Background
69.5,70.900002,69.849998,-7.297777,70.615387,160.653851,-18.204573,-10.906796,59.873627,419.401337,-31.161697,-23.86392,-12.957125,52.184324,1088.695313,Background
67,68.5,115.25,-5.231525,69.346153,175.993587,-15.880215,-10.648689,60.054945,549.849686,-29.300638,-24.069113,-13.420424,53.291727,1129.494324,Background
53,60.400002,157.300003,-0.58654,68.53846,207.769226,-12.253258,-11.666718,63.912086,769.014404,-26.688179,-26.101639,-14.434921,55.191582,1165.928345,Background
90,88.299999,235.199997,-5.737904,88.615387,383.75,-27.605291,-21.867388,83.236263,846.587738,-45.709095,-39.971191,-18.103804,60.291726,1564.251587,Background
96,94.199997,231.699997,-9.313148,94.615387,384.423065,-30.155827,-20.842678,84.41758,866.445923,-48.599808,-39.286659,-18.443981,65.467346,1786.790039,Background
96,96.599998,480.100006,-10.457767,95.807693,527.89743,-31.713776,-21.256008,85.532967,1310.311218,-49.450054,-38.992287,-17.736279,64.291727,1767.152405,Background
132.5,119.799999,503.5,-25.251289,106.307693,980.416687,-51.071432,-25.820143,81.63736,1616.65918,-70.157471,-44.906181,-19.086039,56.513788,2222.084717,Background
126.5,116.950001,674.874985,-24.381367,106.326923,1209.932678,-50.320889,-25.939523,82.590658,1790.220428,-69.041531,-44.660164,-18.720641,56.409289,2251.348511,Background
130,117.400002,375.799988,-26.57283,105.692307,1102.230713,-52.955326,-26.382496,81.593407,1972.643921,-70.681351,-44.108521,-17.726025,55.07402,2139.402832,Background
122.5,117.800003,620.950012,-31.858253,108.115387,1073.173096,-53.529127,-21.670874,74.73077,2646.306396,-67.390848,-35.532595,-13.861721,52.064585,2083.245972,Background
110.5,102.199997,1147.949982,-24.850872,91.384613,1988.230774,-39.839209,-14.988337,68.274723,3002.001343,-51.599035,-26.748163,-11.759827,51.564587,2127.858704,Background
83.75,80.499999,1274.474976,-13.922331,75.326921,2121.266022,-23.721362,-9.799031,63.747252,3099.438416,-34.348612,-20.426281,-10.62725,51.601233,2169.206329,Background
57,58.800001,1400.999969,-2.99379,59.26923,2254.30127,-7.603516,-4.609726,59.21978,3196.875488,-17.098188,-14.104399,-9.494673,51.63788,2210.553955,Background
83.75,80.499999,1274.474976,-13.922331,75.326921,2121.266022,-23.721362,-9.799031,63.747252,3099.438416,-34.348612,-20.426281,-10.62725,51.601233,2169.206329,Background
125.25,118.900002,824.699997,-27.151363,110.153847,1330.201904,-53.247545,-26.096182,83.601648,2120.466339,-70.955265,-43.8039,-17.707718,56.03955,2304.858643,Background
115.5,109.100002,486,-20.952618,101.26923,712.269226,-46.118713,-25.166096,82.142857,1034.990387,-65.898039,-44.945421,-19.779325,58.224964,2232.545166,Background
107,105.35,160.125,-21.547766,101.442308,377.153839,-47.698049,-26.150283,79.107141,821.658005,-65.76315,-44.215384,-18.065101,53.30987,1979.086121,Background
110.5,105.799999,148.150002,-22.304859,100.807693,299.371796,-48.442947,-26.138088,77.285713,806.909668,-65.780544,-43.475685,-17.337597,51.208273,1872.494751,Background
120,108.599998,108.300003,-22.580704,99.153847,333.141022,-48.101086,-25.520382,77.373627,865.658875,-65.8358,-43.255096,-17.734715,52.310596,1943.452759,Background
21,23.099999,183.25,3.613064,26.461538,395.371796,1.629776,-1.983288,30.950549,551.649185,-2.22226,-5.835324,-3.852036,28.805515,795.682709,Background
26,28.000001,137.050001,4.307818,31.269231,298.35257,0.086228,-4.22159,33.401098,776.929291,-4.68223,-8.990048,-4.768458,30.679971,821.872772,Background
110.5,97.099998,757.050018,-30.697477,81,1209.307678,-51.280674,-20.583197,51.274725,1117.007324,-57.700752,-27.003276,-6.420079,31.250362,873.953644,Background
69.5,68.100002,559.5,-10.760363,66.73077,588.1987,-27.47504,-16.714678,54.659342,1050.372986,-35.621757,-24.861395,-8.146717,38.965893,988.379333,Background
77,68,463,-5.983402,62.615383,554.923096,-23.010628,-17.027225,57.945053,884.563599,-31.964584,-25.981182,-8.953957,42.092888,1082.50293,Background
84,84,106.300003,-15.043468,82.69231,250.891029,-39.020567,-23.977098,66.417582,822.665314,-47.831469,-32.788,-8.810902,42.984035,1073.780823,Background
77,85.400002,106.300003,-16.608055,89.769234,224.692307,-43.072891,-26.464836,70.065933,741.017822,-51.688618,-35.080563,-8.615726,43.548622,1080.916626,Background
91,82.599998,106.300003,-13.478882,75.615387,277.089752,-34.968243,-21.489361,62.76923,904.312805,-43.974319,-30.495438,-9.006077,42.419449,1066.64502,Background
64.5,66.1,202.600006,-5.468456,68.384617,381.833336,-23.801529,-18.333073,62.917583,878.932098,-33.187283,-27.718826,-9.385754,45.312048,1111.261597,Background
82,80.800003,194.699997,-14.781937,77.153847,587.974365,-36.840866,-22.058929,64.054947,895.274719,-44.806999,-30.025063,-7.966133,39.732944,976.134949,Background
96,84.5,181.550003,-18.640629,73.423077,278.685905,-36.952927,-18.312298,54.532967,761.694122,-43.891127,-25.250499,-6.938201,37.675617,940.122772,Background
62.5,59.799999,712.899994,-9.916826,57.76923,821.967926,-22.568617,-12.651791,47.631868,786.739197,-29.443121,-19.526296,-6.874505,36.02177,926.1315,Background
48,47.599998,102.800003,-5.153549,49.153847,367.474365,-15.116222,-9.962673,43.142857,832.812683,-21.920494,-16.766945,-6.804272,33.875183,874.792542,Background
77,68,873.5,-14.376469,60,824.333313,-26.75251,-12.376041,46.032967,751.698914,-33.60437,-19.227903,-6.851862,35.547169,926.916748,Background
90,79.4,305.225002,-15.602485,69.596153,426.868595,-32.937117,-17.334632,54.315933,761.135574,-39.46895,-23.866466,-6.531834,37.997098,949.292175,Background
77,72.400002,147.099998,-9.869652,67.615383,313.692307,-25.391718,-15.522066,57.884615,817.049957,-31.412394,-21.542742,-6.020676,43.177794,1049.939697,Background
82,79.800003,522.200012,-13.462471,77.846153,450.307678,-28.567352,-15.104881,61.20879,793.767029,-36.547203,-23.084732,-7.979851,49.224964,1122.755981,Background
111,96.199997,117.699997,-19.495193,83.230766,238.025635,-35.15115,-15.655956,62.912086,709.547729,-43.57262,-24.077427,-8.421471,51.235123,1170.302246,Background
81.5,82.099998,195.800003,-10.088058,81.807693,243.333328,-26.91073,-16.822672,69.912086,511.532364,-35.728971,-25.640913,-8.818241,53.65167,1233.570679,Background
86,84.400002,242.300003,-8.68232,85.153847,280.974365,-27.726498,-19.044178,75.835167,461.983643,-36.187065,-27.504745,-8.460567,55.493469,1366.006104,Background
91,93.800003,219.199997,-13.510399,93.692307,256.230774,-34.445599,-20.9352,78.692307,418.94873,-41.827824,-28.317425,-7.382225,55.328011,1506.328247,Background
99.5,99.25,180.949997,-16.728304,97.326923,236.721157,-40.629038,-23.900734,79.782969,425.789131,-47.141932,-30.413628,-6.512894,52.569304,1396.485229,Background
93.5,97.799999,173.649994,-16.423439,98.73077,236.839745,-40.82629,-24.402851,80.615387,422.464828,-46.379467,-29.956028,-5.553177,52.045719,1445.027222,Background
86,91.199997,227.699997,-12.538651,94.46154,396.269226,-38.220367,-25.681717,79.516487,515.98584,-41.055832,-28.517181,-2.835464,48.168362,1304.768066,Background
88.75,89.949999,256.149994,-13.587803,91.615385,369.983974,-38.97489,-25.387087,76.315935,575.531387,-40.234312,-26.646509,-1.259422,45.968433,1279.614655,Background
120,114.400002,71.300003,-26.506836,106.692307,212.064102,-56.662281,-30.155445,78.967033,494.654449,-62.570847,-36.064011,-5.908566,47.69376,1180.547119,Background
84,84,106.300003,-15.043468,82.69231,250.891029,-39.020567,-23.977098,66.417582,822.665314,-47.831469,-32.788,-8.810902,42.984035,1073.780823,Background
81.5,70.900002,605.549995,-9.596151,62.615385,802.39743,-25.91527,-16.319118,53.203297,874.126984,-33.930493,-24.334342,-8.015224,38.412918,1041.736816,Background
55,51.1,851.25,-1.310703,50.153845,921.730774,-13.658689,-12.347986,47.62088,777.969727,-20.924956,-19.614253,-7.266267,36.33164,1038.106598,Background
81.5,73.299999,348.250008,-12.699472,65.576923,702.5,-29.724775,-17.025303,52.26923,860.731354,-37.165757,-24.466285,-7.440982,36.894049,1017.336212,Background
108.25,100.950001,273.074996,-27.889365,91.807692,562.025642,-54.422271,-26.532906,63.478022,932.061295,-60.114702,-32.225337,-5.692431,38.605587,1065.73938,Background
109.5,100.75,490.325015,-27.286739,90.730768,862.96154,-53.552892,-26.266152,62.472528,1000.5569,-57.466028,-30.179288,-3.913136,37.180696,1068.758362,Background
75.5,76.05,1032.300003,-13.839665,77.076922,1330.391052,-37.131566,-23.291901,60.436814,1063.532883,-38.594188,-24.754522,-1.462622,35.461176,1070.138763,Background
115.5,108.600002,320.250008,-29.359921,99.03846,692.916672,-57.767361,-28.40744,67.06044,900.793427,-61.119762,-31.759842,-3.352402,39.698112,1099.663879,Background
120,115.799999,57.499998,-30.340633,107.923077,236.602562,-61.295353,-30.95472,75.25824,592.04834,-66.074877,-35.734243,-4.779524,44.987663,1133.82074,Background
77,81.800003,200.199997,-9.394806,84.53846,289.60257,-30.425426,-21.030621,73.1978,483.049316,-39.68544,-30.290634,-9.260014,51.238026,1084.379272,Background
67,63.900002,185.950001,-5.961663,61.211537,330.785255,-18.240218,-12.278555,54.722528,793.285294,-23.427495,-17.465832,-5.187277,43.813861,1092.549286,Background
11.5,24.3,476.275009,13.189408,38.807693,704.814102,2.833346,-10.356062,50.164835,877.696823,-2.710835,-15.900243,-5.544181,38.58672,1025.762299,Background
35.5,38.999999,649.799988,4.741377,42.538462,721.538483,-5.703341,-10.444717,48.027472,898.134674,-12.07687,-16.818247,-6.373529,37.550798,972.611145,Background
57,48.599998,746.799988,0.432026,44.076923,670.910278,-10.205395,-10.637421,47.725273,966.401489,-16.25518,-16.687206,-6.049786,37.548622,979.029968,Background
59.5,54.5,459.549995,-4.164207,51.653847,555.8013,-16.290728,-12.12652,48.895603,944.554108,-22.5786,-18.414392,-6.287872,37.231495,975.205353,Background
57,48.599998,746.799988,0.432026,44.076923,670.910278,-10.205395,-10.637421,47.725273,966.401489,-16.25518,-16.687206,-6.049786,37.548622,979.029968,Background
27.25,39.75,773.375015,4.756801,51.5,1008.298065,-8.227429,-12.98423,53.46978,868.403244,-13.044193,-17.800994,-4.816764,39.256893,1031.41806,Background
57,55.400002,224.800003,-2.053675,54.807692,347.878204,-11.088718,-9.035044,51.56044,769.52063,-15.442596,-13.388922,-4.353878,44.449928,1135.158875,Background
57.5,61.799999,325.400002,-3.391401,66.576923,392.85257,-14.248379,-10.856977,59.648352,753.418945,-20.923761,-17.53236,-6.675383,50.47315,1246.029175,Background
86.5,83.599998,266.049995,-11.479652,80.346157,232.467949,-25.695313,-14.21566,67.31868,530.813065,-34.226685,-22.747032,-8.531372,54.388969,1423.237427,Background
64.5,71.799999,143.900002,-3.998985,78,227.807693,-18.805992,-14.807007,72.027473,485.128082,-27.564005,-23.56502,-8.758013,56.808418,1525.176331,Background
77,76.800003,275.200012,-9.446777,75.307693,353.89743,-17.119476,-7.672699,63.32967,546.93457,-24.192738,-14.74596,-7.073261,56.976776,2016.641846,Background
0,13.4,381.799988,16.284708,34.23077,1002.025635,18.423586,2.138878,43.527473,1000.918701,20.110819,3.826111,1.687233,44.894051,1462.039673,Background
0,7.35,276.149994,19.826691,18.596153,658.253227,20.725919,0.899228,37.447803,1213.112946,22.951523,3.124832,2.225604,37.669086,1201.156311,Background
4.5,12.3,538.25,14.126811,21.961538,852.346161,16.113151,1.98634,35.478022,1355.939697,15.576497,1.449686,-0.536654,37.206823,1049.760559,Background
0,10.5,454.549988,14.414848,20.538462,740.410248,16.941071,2.526222,34.027472,1169.829712,16.736982,2.322134,-0.204088,36.753267,1043.812866,Background
4.5,13.7,671.950012,12.249645,24,1064.685913,15.330095,3.08045,34.423077,1349.102051,16.295038,4.045393,0.964943,37.574747,1086.669434,Background
24,28.2,694.649994,8.676501,34,972.557709,4.855248,-3.821253,41.615385,1175.558716,7.554763,-1.121738,2.699514,37.160376,1202.732971,Background
21.5,32.099999,810.249969,6.819251,44.923077,1317.307678,4.550149,-2.269102,46.615385,1057.075928,6.095345,-0.723906,1.545197,43.674892,1381.209473,Background
77,76.800003,275.200012,-9.446777,75.307693,353.89743,-17.119476,-7.672699,63.32967,546.93457,-24.192738,-14.74596,-7.073261,56.976776,2016.641846,Background
88.5,89.100002,230.75,-11.096359,89.423077,268.60257,-31.086048,-19.989689,77.263737,440.466187,-39.007444,-27.911085,-7.921396,55.41074,1436.167175,Background
89.75,93.499998,180.549995,-13.922873,95.692308,267.647434,-37.919663,-23.996791,80.228024,452.930336,-42.091272,-28.1684,-4.171609,51.309507,1468.332336,Background
79,83.399998,167.25,-9.460136,88.923077,313.429482,-33.564285,-24.104149,77.686813,553.521484,-34.632652,-25.172516,-1.068367,47.105227,1329.388245,Background
71.75,75.950001,156.699997,-8.434677,79.942308,289.173077,-29.406281,-20.971603,71.239012,682.852859,-26.898568,-18.463891,2.507712,44.001452,1304.288483,Background
110.5,108.5,180.549995,-22.734226,104.115383,238.583336,-51.215919,-28.481693,79.747253,465.086563,-56.976439,-34.242212,-5.760519,48.737301,1222.312744,Background
91,88.900002,104.050001,-17.999157,83.73077,219.051285,-35.989334,-17.990177,63.197802,830.03775,-44.907103,-26.907946,-8.917768,48.458635,1085.797485,Background
88.5,89.200001,198.650002,-22.325779,88.03846,383.621796,-47.552008,-25.226229,65.719784,602.883423,-54.909718,-32.583939,-7.35771,38.079826,971.997833,Background
45.5,47.4,377.100006,-3.740536,48.615385,499.064102,-14.15876,-10.418224,44.406593,769.331757,-20.807363,-17.066827,-6.648602,35.417997,917.561127,Background
48,51.799999,780.700012,-11.202808,53.307693,799.564087,-19.736988,-8.53418,38.153847,603.242737,-24.905489,-13.702681,-5.168501,30.820028,820.857117,Background
43,44,365.5,-7.305901,45.23077,622.858948,-14.820082,-7.514181,37.142857,622.47937,-19.575319,-12.269419,-4.755238,29.48476,748.787903,Background
38,37,17.5,-4.093994,36.615383,323.423065,-9.520742,-5.426748,34.0989,677.93457,-13.892363,-9.798368,-4.37162,27.82148,712.016052,Background
38,36.1,172.350006,-3.059238,34.423077,305.72435,-7.25546,-4.196221,32.181318,656.054352,-11.456327,-8.397089,-4.200868,27.247459,692.256226,Background
32.25,37.45,357.825005,-3.930523,41.903847,562.820503,-10.128331,-6.197808,35.475275,597.291458,-14.506056,-10.575532,-4.377725,29.235486,758.261398,Background
99.5,92.849998,460.049992,-27.29582,83.115385,909.884605,-49.774791,-22.478971,56.728022,979.68985,-56.77088,-29.475059,-6.996088,33.620101,911.598816,Background
93.5,82.100002,220.750008,-16.122246,72.346153,380.416656,-33.553421,-17.431175,56.714287,1044.463135,-42.087772,-25.965528,-8.534352,41.398403,1027.69751,Background
72,75.800003,72.199997,-8.440163,79.384613,162.089737,-31.453724,-23.013561,69.747253,746.013184,-40.941074,-32.500912,-9.48735,45.963715,1080.55249,Background
120,116.199997,102.199997,-31.892269,110,201.391029,-63.640051,-31.747782,74.846153,621.94165,-69.656448,-37.764179,-6.016397,44.736576,1113.581665,Background
110.5,103.299999,324.500008,-25.493534,94.153843,691.384628,-52.832516,-27.338982,67.615383,865.681824,-54.776316,-29.282782,-1.9438,40.21553,1102.079712,Background
84,79.099998,592.850006,-13.721123,76.26923,993.173096,-36.105255,-22.384132,63,945.216003,-34.643425,-20.922302,1.46183,37.963717,1105.659607,Background
50,55.4,714.100006,-2.933662,63.269232,1154.006409,-21.725861,-18.792198,58.813187,1022.727844,-18.505093,-15.57143,3.220768,35.553701,1103.720337,Background
53.5,58.650001,677.850002,-6.712178,63.211539,990.772446,-22.932032,-16.219853,54.810439,1024.111237,-17.804664,-11.092485,5.127368,34.509071,1105.148071,Background
57,61.900002,641.599998,-10.490694,63.153847,827.538483,-24.138203,-13.647509,50.807692,1025.494629,-17.104235,-6.613541,7.033968,33.464441,1106.575806,Background
38,48.299999,1102.949982,-1.70433,58.269232,1263.878235,-19.78433,-18.08,53,1108.796326,-19.280319,-17.575989,0.504011,31.591436,1014.488708,Background
38,33.400002,222.800003,-6.575571,28.153847,373.974365,-8.983118,-2.407547,21.593407,393.86618,-9.182352,-2.606781,-0.199234,21.880987,676.282349,Background
28,26.6,15.8,-6.792101,24.846153,173.474365,-8.996107,-2.204006,17.978022,310.666168,-7.523037,-0.730936,1.47307,17.078375,504.354309,Background
26,25.1,59.300002,-5.557914,23.884615,224.858978,-7.395988,-1.838075,18.159341,322.046631,-6.046977,-0.489063,1.349011,17.83672,534.434448,Background
14,16,238,0.667017,18.23077,310.025635,0.923309,0.256292,17.461538,339.873505,2.082624,1.415607,1.159315,19.026125,575.598145,Background
2,4.6,56.000002,9.129466,7.038462,128.935898,12.073672,2.944206,15.972528,398.470581,13.608157,4.478691,1.534485,19.502903,588.683746,Background
12,12.7,200.000008,7.707721,14.461538,281.26281,7.152312,-0.555409,22.769231,600.185455,7.309642,-0.398079,0.157331,22.481857,702.391907,Background
33,33.2,190.899994,0.103272,34.923078,347.096146,-7.468973,-7.572246,34.609891,807.955688,-10.019087,-10.122359,-2.550114,28.04209,869.863312,Background
67,59.400002,1009.299988,-3.618309,54.76923,974.025635,-17.502811,-13.884502,50.9011,843.645691,-25.448446,-21.830137,-7.945635,38.187229,1052.591309,Background
64.75,69.35,245.424999,-8.48931,73.01923,332.214737,-25.635557,-17.146247,61.554946,953.65062,-33.50715,-25.017839,-7.871593,44.410015,1067.701569,Background
67,69.899998,176.75,-11.028269,71.461536,266.846146,-28.809191,-17.780922,57.538462,742.753357,-34.449049,-23.42078,-5.639858,38.796808,970.441315,Background
35.5,38.999999,649.799988,4.741377,42.538462,721.538483,-5.703341,-10.444717,48.027472,898.134674,-12.07687,-16.818247,-6.373529,37.550798,972.611145,Background
57.5,62.200001,168.900002,-11.289909,65.153845,424.301285,-26.042492,-14.752583,51.164835,929.551544,-32.728853,-21.438945,-6.686362,36.471697,979.681213,Background
59.5,61.700001,405.899994,-11.950426,62.23077,489.506393,-25.70499,-13.754564,48.631868,916.150543,-32.737926,-20.787498,-7.032934,35.148039,945.442505,Background
57,56.400002,326.299988,-9.058064,55.53846,455.435883,-21.167595,-12.109531,46.406593,894.86615,-28.215475,-19.157412,-7.04788,34.952103,924.220093,Background
53.75,53.75,357.549999,-7.472793,53.596153,487.092941,-18.458442,-10.985649,45.258241,890.015503,-25.449518,-17.976726,-6.991077,35.241291,930.061554,Background
76.75,71.200001,445.524994,-16.09346,66.346154,530.378197,-30.729428,-14.635968,49.673077,963.690292,-37.660087,-21.566627,-6.930659,35.66219,969.780853,Background
43,44.9,767.600006,0.80805,47.615385,996.403839,-8.289141,-9.097191,46.934065,1090.485718,-11.233322,-12.041372,-2.944181,38.450653,1094.619812,Background
90,86.85,309.274994,-24.92494,79.326925,689.317299,-39.820917,-14.895977,55.021978,1136.779968,-36.373144,-11.448204,3.447773,38.611393,1227.5737,Background
82,79.599998,338.799988,-20.672157,73.846153,806.474365,-33.158405,-12.486248,52.978024,1234.666138,-28.023022,-7.350864,5.135384,38.426704,1301.994995,Background
84,82.5,296.299995,-22.441559,77.307693,680.916656,-36.438223,-13.996664,53.972528,1178.326965,-31.83452,-9.392962,4.603703,37.971697,1253.267883,Background
63.5,56.3,624.900009,-7.510438,50.384615,955.727554,-14.085355,-6.574917,43.104397,1261.832031,-8.538446,-1.028008,5.546908,35.827286,1225.435791,Background
0,1.9,36.099998,21.298389,6.923077,234.301285,27.7784,6.480012,31.280219,1225.533813,31.705551,10.407163,3.927151,36.874456,1219.609314,Background
0,8.5,343.450005,16.9769,14.576923,590.993607,22.188671,5.211772,32.45055,1336.472351,24.410444,7.433545,2.221773,37.309143,1175.914307,Background
50.5,56.6,1788.5,-1.399632,61.423079,2720.762817,-8.951614,-7.551983,60.423077,2371.578491,-3.860859,-2.461227,5.090755,50.480406,1964.508301,Background
64.5,68.400001,1514.000015,-3.480898,72.500001,2230.054443,-14.655324,-11.174426,67.837911,2037.632996,-12.182616,-8.701718,2.472708,53.752177,1927.453156,Background
120,112.400002,170.800003,-19.621994,105.384613,667.589722,-32.696251,-13.074257,83.670326,886.601196,-43.040085,-23.418091,-10.343834,70.667633,1716.46936,Background
136,128.75,219.075005,-14.892643,122.153847,298.375,-38.059549,-23.166906,107.39835,1048.784286,-61.497134,-46.60449,-23.437584,87.17852,1666.80719,Background
53,59.200001,54.200001,7.844818,68,239,4.48452,-3.360298,75.7033,1005.655457,-8.826439,-16.671257,-13.310959,73.82148,1805.768921,Background
33.25,37.85,201.874996,12.320789,42.826923,418.028847,19.403664,7.082874,53.703297,925.441895,11.594592,-0.726197,-7.809072,65.615746,1458.021362,Background
28.5,34.3,146.25,13.273832,39.961538,306.762817,20.812719,7.538887,51.653847,859.73053,13.611511,0.337679,-7.201208,63.990564,1392.937439,Background
57,59.200001,257.200012,5.39011,61.307693,531.897461,6.367779,0.977669,66.175827,1101.190918,-4.944954,-10.335064,-11.312733,71.153847,1654.080933,Background
115.5,113.5,356.200012,-8.825401,112.115387,412.480774,-29.360271,-20.53487,102.456043,1062.992859,-53.198597,-44.373196,-23.838326,86.972424,1513.433594,Background
84.25,88,249.500003,-1.558111,92.615383,457.467957,-13.928329,-12.370218,88.156593,926.921814,-30.140681,-28.58257,-16.212352,76.771408,1650.418121,Background
130,117.599998,424.624996,-24.197142,103.788462,696.096153,-36.401104,-12.203962,78.615387,709.836807,-48.459298,-24.262156,-12.058194,70.891872,1565.499054,Background
91,89.700001,1076.499969,-10.596058,89.346153,1290.897461,-20.926708,-10.33065,76.983517,833.81955,-31.215853,-20.619795,-10.289145,67.905663,1529.185852,Background
50,55.4,410.25,5.934072,62.423077,499.487198,1.610973,-4.323099,68.274727,1237.761658,-5.839756,-11.773829,-7.450729,63.74601,1338.33075,Background
86.5,80,155.050003,-12.576412,73.5,401.10257,-14.788219,-2.211807,57.28022,1277.680908,-19.881491,-7.305079,-5.093271,62.041365,1271.243408,Background
91,81.400002,127.800003,-13.82893,74.46154,401.10257,-16.846035,-3.017105,57.252747,1298.657593,-21.392834,-7.563904,-4.546799,61.570393,1281.338379,Background
86.5,80,155.050003,-12.576412,73.5,401.10257,-14.788219,-2.211807,57.28022,1277.680908,-19.881491,-7.305079,-5.093271,62.041365,1271.243408,Background
74.5,71.399998,202,-6.402626,66.461538,457.679489,-6.727886,-0.32526,57.428572,1216.210571,-12.976009,-6.573383,-6.248123,62.670538,1274.623474,Background
69.5,81.600002,198.999992,6.447739,92.346153,392.788452,-8.433781,-14.881519,96.005497,924.029449,-30.031424,-36.479162,-21.597643,81.364296,1516.010193,Background
64.5,65.05,437.324997,0.384324,65.173077,665.54808,0.839857,0.455533,64.445055,1007.601593,-10.676314,-11.060638,-11.516171,69.562048,1555.707397,Background
62.5,64.75,278.700001,-5.243431,65.423076,527.852577,-10.598868,-5.355437,59.89011,756.832855,-14.692519,-9.449088,-4.093651,55.329826,1288.793854,Background
45.5,43,148.449997,8.427052,43.730768,197.948715,13.658155,5.231104,51.56044,870.093414,7.18733,-1.239721,-6.470825,61.044266,1308.842773,Background
86,85.199997,481.200012,-3.044098,82.615387,500.256409,-13.046814,-10.002716,82.736267,739.529663,-30.21022,-27.166122,-17.163406,72.473152,1711.040283,Background
120,114.400002,166.300003,-11.821396,107.53846,356.935883,-30.4645,-18.643105,94.648354,857.563843,-53.55299,-41.731594,-23.08849,80.750366,1419.519043,Background
59.5,70.300003,331.950012,4.140076,80.807693,460.314102,-5.853989,-9.994064,80.56044,691.17804,-23.694023,-27.834099,-17.840034,73.467346,1483.879395,Background
64.5,71.800003,215.200005,2.468105,79.076923,255.102562,-7.16996,-9.638065,78.802197,776.68219,-24.355106,-26.823212,-17.185146,71.856316,1420.515991,Background
72,74.800003,161.699997,0.949127,78.846153,186.807693,-9.303169,-10.252296,78.824173,884.724304,-26.657326,-27.606453,-17.354156,70.584908,1373.42041,Background
115,114.400002,411.299988,-12.992348,110.53846,444.10257,-33.81411,-20.821762,95.989014,1043.210938,-57.441013,-44.448666,-23.626904,78.992744,1437.68457,Background
59.5,58.299999,163.9,-1.237125,57.23077,312.192314,-2.127815,-0.89069,55.505495,785.173004,-9.242186,-8.00506,-7.11437,56.829464,1231.196411,Background
81.5,80.1,144.025002,-15.76335,77.384615,303.753204,-32.60188,-16.83853,61.774725,927.283096,-31.881614,-16.118263,0.720266,42.208273,1222.16333,Background
86.5,82.599998,126.300003,-18.195078,76.346153,404.121796,-32.960451,-14.765373,58.5,1051.682678,-30.485701,-12.290623,2.474751,42.064587,1245.175659,Background
105.75,96.050001,248.75,-22.635094,85.653847,388.400642,-37.249491,-14.614397,64.552197,839.918808,-36.104465,-13.469372,1.145025,49.3291,1338.189087,Background
9.5,16,297.549995,25.339608,26.076923,703.429474,37.868992,12.529385,49.274725,1154.742371,34.57371,9.234102,-3.295282,65.397678,1643.250061,Background
137,133.699997,393.650002,-15.307384,128.96154,479.32692,-36.323284,-21.0159,113.703297,1316.368256,-59.523888,-44.216503,-23.200603,94.370827,3455.641846,Background
